age,workclass,fnlwgt,education,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,capital,income
39,State-gov,305541,HS-grad,Never-married,Other-service,Unmarried,White,Female,55,United-States,0,<=50K
32,State-gov,253354,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0,<=50K
48,Self-emp-not-inc,101233,Assoc-voc,Married-civ-spouse,Other-service,Wife,White,Female,15,United-States,0,<=50K
24,Private,257500,HS-grad,Separated,Machine-op-inspct,Own-child,Black,Female,40,United-States,0,<=50K
62,Local-gov,203525,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,2829,<=50K
90,Local-gov,188242,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,11678,>50K
33,?,177733,7th-8th,Never-married,?,Not-in-family,White,Female,30,United-States,0,<=50K
61,Private,215789,HS-grad,Divorced,Sales,Not-in-family,White,Male,40,United-States,0,<=50K
39,Federal-gov,110622,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,40,Philippines,0,<=50K
23,Private,132556,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0,<=50K
39,Private,105803,Some-college,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,<=50K
37,Private,73199,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,40,United-States,0,>50K
49,Private,323798,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,3325,<=50K
25,Private,104746,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,16,United-States,0,<=50K
37,Private,218249,11th,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,0,<=50K
27,Federal-gov,409815,Some-college,Divorced,Adm-clerical,Other-relative,Black,Female,50,United-States,0,<=50K
21,Private,25265,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,0,<=50K
40,Private,164663,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,<=50K
40,Private,174515,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Female,40,United-States,0,<=50K
63,Private,170815,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,0,<=50K
34,Local-gov,124827,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,>50K
36,Private,89508,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,50,United-States,0,<=50K
22,Private,216867,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,0,<=50K
33,Private,230883,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,48,United-States,-2824,>50K
27,Private,127796,5th-6th,Never-married,Farming-fishing,Not-in-family,White,Male,35,Mexico,0,<=50K
30,Self-emp-not-inc,345122,Some-college,Divorced,Prof-specialty,Unmarried,White,Male,50,United-States,0,<=50K
35,Private,216256,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,60,United-States,0,<=50K
40,Private,186916,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,<=50K
24,Private,216181,Assoc-voc,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0,<=50K
32,Private,100154,9th,Married-civ-spouse,Other-service,Husband,White,Male,40,El-Salvador,0,<=50K
33,State-gov,208785,Some-college,Separated,Prof-specialty,Not-in-family,White,Male,40,United-States,10520,>50K
37,Private,172846,Some-college,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,0,>50K
48,?,193047,HS-grad,Married-civ-spouse,?,Husband,White,Male,40,United-States,0,>50K
38,Private,117802,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,65,United-States,0,>50K
34,Private,181388,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,<=50K
30,Federal-gov,321990,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,48,Cuba,7298,>50K
17,Private,115551,11th,Never-married,Other-service,Own-child,White,Female,20,United-States,0,<=50K
48,Federal-gov,50459,HS-grad,Divorced,Other-service,Unmarried,White,Male,40,United-States,0,<=50K
30,Private,194141,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,-1617,<=50K
23,Local-gov,496382,Some-college,Married-spouse-absent,Adm-clerical,Own-child,White,Female,40,Guatemala,0,<=50K
32,Private,127895,HS-grad,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States,0,<=50K
23,State-gov,56402,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,30,United-States,0,<=50K
31,Private,209538,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
53,Self-emp-not-inc,321865,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,60,United-States,0,>50K
44,Local-gov,339346,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States,10520,>50K
20,Private,146879,HS-grad,Never-married,Other-service,Not-in-family,White,Male,40,United-States,-2001,<=50K
70,?,147558,Bachelors,Divorced,?,Not-in-family,White,Female,7,United-States,0,<=50K
44,Private,142968,HS-grad,Widowed,Other-service,Unmarried,White,Female,40,United-States,0,<=50K
55,Private,127728,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,0,>50K
21,State-gov,99199,Masters,Never-married,Transport-moving,Own-child,White,Male,15,United-States,0,<=50K
61,Private,230568,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,0,>50K
35,Private,397307,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,55,United-States,0,<=50K
43,Private,456236,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,>50K
60,Private,117509,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
57,Self-emp-not-inc,138892,11th,Married-civ-spouse,Sales,Husband,White,Male,15,United-States,0,<=50K
52,Local-gov,74784,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,0,>50K
68,Private,115772,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Scotland,0,<=50K
52,Private,222646,12th,Separated,Machine-op-inspct,Other-relative,White,Female,40,Cuba,0,<=50K
52,Private,163776,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,-1902,>50K
48,?,112860,10th,Married-civ-spouse,?,Wife,Black,Female,35,United-States,0,<=50K
34,Local-gov,229531,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,0,<=50K
47,Private,248059,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,47,United-States,0,>50K
18,?,326640,HS-grad,Never-married,?,Own-child,White,Female,20,United-States,0,<=50K
43,Federal-gov,190020,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,>50K
34,Local-gov,260782,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,52,United-States,0,>50K
54,Federal-gov,27432,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,>50K
56,?,32604,Some-college,Never-married,?,Not-in-family,Black,Female,40,United-States,0,<=50K
49,Self-emp-inc,38819,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,0,>50K
21,?,138575,HS-grad,Never-married,?,Other-relative,White,Male,60,United-States,0,<=50K
29,Federal-gov,224858,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,60,United-States,0,<=50K
44,Private,159911,7th-8th,Married-civ-spouse,Other-service,Wife,White,Female,55,United-States,0,<=50K
23,Private,131275,HS-grad,Never-married,Craft-repair,Own-child,Amer-Indian-Eskimo,Male,40,United-States,0,<=50K
48,Private,317360,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,50,United-States,0,<=50K
42,Self-emp-not-inc,214242,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,-1902,>50K
58,Private,116901,HS-grad,Divorced,Other-service,Unmarried,White,Female,25,United-States,0,<=50K
44,Private,120277,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,45,United-States,0,<=50K
39,Private,225707,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Cuba,0,<=50K
43,Local-gov,330174,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,<=50K
74,Private,70234,HS-grad,Widowed,Sales,Unmarried,White,Female,26,United-States,0,<=50K
21,State-gov,478457,Some-college,Never-married,Other-service,Own-child,Black,Female,12,United-States,0,<=50K
38,Private,110167,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0,<=50K
54,Private,297551,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,7298,>50K
33,Private,62155,Some-college,Never-married,Sales,Not-in-family,Black,Male,35,United-States,0,<=50K
42,Private,265698,Masters,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0,<=50K
38,Private,165302,Some-college,Divorced,Adm-clerical,Unmarried,Other,Female,40,United-States,0,<=50K
24,Private,374763,11th,Separated,Craft-repair,Not-in-family,White,Male,40,Mexico,0,<=50K
39,Private,182828,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,0,<=50K
23,Private,236696,Assoc-acdm,Never-married,Craft-repair,Own-child,White,Male,20,Iran,0,<=50K
20,State-gov,161978,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,20,United-States,0,<=50K
22,Private,153323,Some-college,Never-married,Prof-specialty,Not-in-family,Black,Male,20,United-States,0,<=50K
63,Private,187635,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,0,<=50K
41,Self-emp-not-inc,214541,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,-1590,<=50K
48,Private,232840,Some-college,Widowed,Adm-clerical,Unmarried,White,Female,43,United-States,0,<=50K
22,Private,203894,Some-college,Never-married,Sales,Own-child,White,Female,15,United-States,0,<=50K
44,Private,150076,HS-grad,Never-married,Other-service,Not-in-family,White,Male,30,United-States,0,<=50K
54,Local-gov,178356,9th,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,<=50K
27,State-gov,271328,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,0,<=50K
26,State-gov,58039,Some-college,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,<=50K
41,Private,119721,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,<=50K
34,Self-emp-not-inc,87209,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,60,United-States,0,<=50K
23,Private,220993,Some-college,Never-married,Other-service,Own-child,White,Male,35,United-States,0,<=50K
44,State-gov,87282,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,38,United-States,0,<=50K
42,Private,23157,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0,>50K
61,Private,206339,10th,Never-married,Transport-moving,Not-in-family,White,Male,40,United-States,0,<=50K
34,State-gov,177331,Some-college,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,4386,>50K
20,Private,44064,Some-college,Never-married,Prof-specialty,Own-child,White,Male,25,United-States,0,<=50K
56,Private,282023,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0,>50K
31,Private,119422,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,0,<=50K
36,Local-gov,161132,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,56,United-States,0,<=50K
33,Private,97723,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,-1672,<=50K
42,Private,185267,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,32,United-States,0,<=50K
28,Private,219863,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,<=50K
29,Private,499197,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,0,<=50K
59,Private,170988,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,0,<=50K
38,Private,241153,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,0,>50K
44,Private,179666,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,0,<=50K
55,State-gov,296991,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,15024,>50K
48,Self-emp-not-inc,136455,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,60,United-States,0,<=50K
36,Private,348022,10th,Married-civ-spouse,Other-service,Wife,White,Female,24,United-States,0,<=50K
54,Private,175912,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Male,40,United-States,914,<=50K
19,Private,229745,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,20,United-States,0,<=50K
58,Local-gov,158357,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0,<=50K
21,Private,90935,Assoc-voc,Never-married,Transport-moving,Own-child,White,Male,40,United-States,0,<=50K
42,Private,171424,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,45,United-States,7298,>50K
38,Local-gov,177305,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,38,United-States,0,<=50K
47,Private,209057,Some-college,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,0,>50K
27,Private,289147,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,0,<=50K
48,Private,146497,HS-grad,Widowed,Sales,Unmarried,White,Female,37,United-States,0,<=50K
17,Private,271122,12th,Never-married,Other-service,Own-child,White,Female,16,United-States,0,<=50K
28,Private,177036,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,15,United-States,0,<=50K
31,Private,187215,HS-grad,Never-married,Priv-house-serv,Not-in-family,White,Female,40,El-Salvador,0,<=50K
59,Private,151977,10th,Separated,Priv-house-serv,Not-in-family,Black,Female,30,United-States,0,<=50K
33,Private,374833,1st-4th,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,40,Mexico,0,<=50K
29,Self-emp-not-inc,102326,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,>50K
39,Private,160728,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,40,United-States,2977,<=50K
22,Private,263670,HS-grad,Never-married,Other-service,Own-child,Black,Male,80,United-States,0,<=50K
51,Private,279156,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,7298,>50K
47,Private,191411,Masters,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,45,India,0,<=50K
21,Private,54472,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0,<=50K
30,Private,110643,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,4386,>50K
75,?,34235,HS-grad,Widowed,?,Not-in-family,White,Female,14,United-States,2964,<=50K
63,Private,301108,11th,Married-civ-spouse,Sales,Husband,White,Male,22,United-States,0,<=50K
19,?,33487,Some-college,Never-married,?,Other-relative,Amer-Indian-Eskimo,Female,40,United-States,0,<=50K
36,Private,176050,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,<=50K
29,?,208406,HS-grad,Never-married,?,Not-in-family,White,Male,35,United-States,0,<=50K
44,Private,79531,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,<=50K
45,Private,194698,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,>50K
44,Private,54271,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,<=50K
39,Private,201410,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,<=50K
48,Private,182313,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,<=50K
31,Private,213750,Some-college,Never-married,Sales,Not-in-family,White,Male,45,United-States,0,<=50K
39,Private,224541,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,55,Mexico,4386,<=50K
39,Private,403489,11th,Divorced,Transport-moving,Own-child,White,Male,40,United-States,0,<=50K
65,Private,282779,Masters,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,40,United-States,0,>50K
41,?,277390,Bachelors,Married-civ-spouse,?,Wife,White,Female,30,United-States,0,>50K
52,Federal-gov,22428,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,60,United-States,0,>50K
45,Private,116360,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,35,United-States,0,<=50K
23,Private,398904,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,0,<=50K
22,Private,227943,Some-college,Never-married,Protective-serv,Own-child,White,Male,40,United-States,0,<=50K
36,Private,188850,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,>50K
34,Local-gov,158242,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,43,United-States,0,<=50K
41,Private,155293,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,<=50K
33,Private,243266,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,Dominican-Republic,0,>50K
28,Private,606111,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Female,60,Germany,0,>50K
26,?,188343,HS-grad,Never-married,?,Unmarried,Black,Female,40,United-States,0,<=50K
45,Private,111381,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,65,United-States,0,<=50K
42,Private,187795,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,99999,>50K
36,Private,282092,Assoc-acdm,Never-married,Tech-support,Not-in-family,White,Female,40,United-States,0,<=50K
46,Private,155933,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Female,8,United-States,-1602,<=50K
49,Federal-gov,207540,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,>50K
35,Private,147548,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,0,<=50K
